ID_Cabang,Nama_Cabang,URL_Maps,Alamat,Kota_Kabupaten,Provinsi,Rating,Jumlah_Review,Kategori,Jam_Operasional,Telepon,Website,Status_Tempat,Status_IMB,Sewa_Berakhir,Sisa_Hari_Sewa,Status_Halal,Tingkat_Sengketa,Sewa_Tahunan_IDR,Tingkat_Sengketa_Encoded,Status_IMB_Encoded,Status_Halal_Encoded,Kategori_Encoded,Prediksi_Tingkat_Sengketa
GCN-0101,Ayam Bakar Gacoan,https://www.google.com/maps/place/Ayam+bakar+gacoan/data=!4m7!3m6!1s0x2fd4b9b15576e4ef:0x81f02b9549cbde44!8m2!3d-0.9555557!4d100.3616678!16s%2Fg%2F11trw54r2p!19sChIJ7-R2VbG51C8RRN7LSZUr8IE?authuser=0&hl=id&rclk=1,"Jl. Imam Bonjol No.32-35, Belakang Pd., Kec. Padang Sel., Kota Padang, Sumatera Barat 25134",Kota Padang,Sumatra Barat,4.7,25,Restoran Mie,17.00 hingga 00.00,Tidak Ada,Tidak Ada,Buka,Approved,2026-07-07,52,Tersertifikasi,Low,530000000,0,0,2,0,Low
GCN-0102,Mie Gacoan Dan Warung Makan Cak Er,https://www.google.com/maps/place/Mie+Gacoan+dan+Warung+Makan+Cak+ER/data=!4m7!3m6!1s0x2e30f50005f3abf9:0x79905f0599802a78!8m2!3d-3.0216125!4d103.155192!16s%2Fg%2F11yd909w63!19sChIJ-avzBQD1MC4ReCqAmQVfkHk?authuser=0&hl=id&rclk=1,"Dusun Vi, Lubuk Tua, Kec. Muara Kelingi, Kabupaten Musi Rawas, Sumatera Selatan 31663",Kabupaten Musi Rawas,Sumatra Selatan,4.8,1180,Restoran Mie,Buka 24 jam,0853-5706-7437,Tidak Ada,Buka,Approved,2026-11-28,196,Tersertifikasi,Low,590000000,0,0,2,0,Low
GCN-0103,Mie Pedas Gacooorrr,https://www.google.com/maps/place/Mie+pedas+gacooorrr/data=!4m7!3m6!1s0x2fd54bb90f9df62b:0xb29f362ab8ec5544!8m2!3d-0.2372907!4d100.6152147!16s%2Fg%2F11lgxl62x6!19sChIJK_adD7lL1S8RRFXsuCo2n7I?authuser=0&hl=id&rclk=1,"Jl. Bonai Indah No.9, Tj. Gadang, Kec. Payakumbuh Bar., Kota Payakumbuh, Sumatera Barat 26223",Kota Payakumbuh,Sumatra Barat,2.6,25,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2027-06-30,410,Tersertifikasi,Low,420000000,0,0,2,0,Low
GCN-0104,Mie Gacoan Bandung - Peta,https://www.google.com/maps/place/Mie+Gacoan+Bandung+-+Peta/data=!4m7!3m6!1s0x2e68e91809ddcb11:0x1881c036bc7b548a!8m2!3d-6.9326436!4d107.5900469!16s%2Fg%2F11kqsc01r2!19sChIJEcvdCRjpaC4RilR7vDbAgRg?authuser=0&hl=id&rclk=1,"Jl. Peta No.176, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231",Kota Bandung,Jawa Barat,4.7,8,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2027-09-03,475,Tersertifikasi,Low,570000000,0,0,2,0,Low
GCN-0105,Mie Gacoan Wosmie,https://www.google.com/maps/place/mie+gacoan+wosmie/data=!4m7!3m6!1s0x31d97300348acc6b:0xc5bcc9d9a0e10c09!8m2!3d0.9062787!4d104.4624425!16s%2Fg%2F11vz3hdrb8!19sChIJa8yKNABz2TERCQzhoNnJvMU?authuser=0&hl=id&rclk=1,"Wf47+F2R, Jl. Dua Saudara, Tj. Ayun Sakti, Kec. Bukit Bestari, Kota Tanjung Pinang, Kepulauan Riau 29113",Kota Tanjung Pinang,Riau,4.3,8,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Bermasalah,2028-09-28,866,Tersertifikasi,Low,630000000,0,1,2,0,Low
GCN-0106,Mie Narako Kalawi (Cubadak Air) Depan Bimbel Privat Germas,https://www.google.com/maps/place/Mie+Narako+Kalawi+%28Cubadak+Air%29+Depan+Bimbel+Privat+GERMAS/data=!4m7!3m6!1s0x2fd4b9fc6e1dd9b3:0x420b8b235556302a!8m2!3d-0.918567!4d100.3845249!16s%2Fg%2F11hpftjmz8!19sChIJs9kdbvy51C8RKjBWVSOLC0I?authuser=0&hl=id&rclk=1,"39Jm+Hrc, Lubuk Lintah, Kec. Kuranji, Kota Padang, Sumatera Barat 25172",Kota Padang,Sumatra Barat,3.3,25,Restoran Mie,Buka 24 jam,0895-1365-1222,Tidak Ada,Buka,Bermasalah,2028-10-24,892,Tersertifikasi,Low,270000000,0,1,2,0,Low
GCN-0107,Warung Pink Mie Gacoan Dan Mje Seafod,https://www.google.com/maps/place/Warung+pink+mie+gacoan+dan+mje+seafod/data=!4m7!3m6!1s0x2e3b09002d91e25d:0x702a628b187e5b7f!8m2!3d-2.9243358!4d104.5457209!16s%2Fg%2F11w9n021gm!19sChIJXeKRLQAJOy4Rf1t-GItiKnA?authuser=0&hl=id&rclk=1,"3Ggw+774, Lalang Sembawa, Kec. Sembawa, Kab. Banyuasin, Sumatera Selatan 30953",Kabupaten Banyuasin,Sumatra Selatan,5.0,1180,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2026-12-08,206,Tersertifikasi,Medium,580000000,1,0,2,0,Medium
GCN-0108,Mie Ala Gacoan,https://www.google.com/maps/place/MIE+ALA+GACOAN/data=!4m7!3m6!1s0x31d53fce91b2e5a1:0x7f8963f3de7eee2c!8m2!3d0.3256873!4d100.965741!16s%2Fg%2F11lf02trsz!19sChIJoeWykc4_1TERLO5-3vNjiX8?authuser=0&hl=id&rclk=1,"Kuok, Kec. Kuok, Kabupaten Kampar, Riau",Kabupaten Kampar,Riau,4.8,8,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2027-04-01,320,Tersertifikasi,Low,260000000,0,0,2,0,Low
GCN-0110,Mie Tornado,https://www.google.com/maps/place/Mie+Tornado/data=!4m7!3m6!1s0x2e2b333061dc8def:0xf6fc02df9bb235e7!8m2!3d-0.7913338!4d100.6522097!16s%2Fg%2F11n6rnn9lx!19sChIJ743cYTAzKy4R5zWym98C_PY?authuser=0&hl=id&rclk=1,"Jl. Diponegoro, Vi Suku, Kec. Lubuk Sikarah, Kota Solok, Sumatera Barat 27317",Kota Solok,Sumatra Barat,3.7,25,Restoran Mie,09.30 hingga 00.00,0853-5514-7008,Tidak Ada,Buka,In Progress,2027-04-22,341,Tersertifikasi,Low,340000000,0,2,2,0,Low
GCN-0111,"Laphinsy (Seblak Prasmanan, Mie Ala Gacoan, Ramen)","https://www.google.com/maps/place/Laphinsy+%28seblak+prasmanan,+mie+ala+gacoan,+ramen%29/data=!4m7!3m6!1s0x2fd4e5007f138259:0x7b7f7c0c761d730!8m2!3d-0.6719417!4d100.1580818!16s%2Fg%2F11xl_5qt1l!19sChIJWYITfwDl1C8RMNdhx8D3twc?authuser=0&hl=id&rclk=1","85H5+66, Pasir Sunur, Kec. Pariaman Sel., Kota Pariaman, Sumatera Barat",Kota Pariaman,Sumatra Barat,5.0,25,Restoran Mie,13.00 hingga 23.00,Tidak Ada,Tidak Ada,Buka,Approved,2028-08-21,828,Menunggu Audit,Low,510000000,0,0,0,0,Low
GCN-0112,Mie Gila,https://www.google.com/maps/place/Mie+Gila/data=!4m7!3m6!1s0x2fd52564b51c1e85:0x80ad39d4c63e1a80!8m2!3d-0.4642612!4d100.4040433!16s%2Fg%2F11fb0_75gw!19sChIJhR4ctWQl1S8RgBo-xtQ5rYA?authuser=0&hl=id&rclk=1,"Gcp3+7Jv, Jl. Sudirman, Balai-Balai, Kec. Padang Panjang Bar., Kota Padang Panjang, Sumatera Barat 27114",Kota Padang Panjang,Sumatra Barat,4.2,25,Restoran Mie,07.00 hingga 21.00,0853-4685-7151,Tidak Ada,Buka,In Progress,2027-07-02,412,Tersertifikasi,Low,680000000,0,2,2,0,Low
GCN-0113,Mie Gacoan Karimun (Ummah Mie),https://www.google.com/maps/place/Mie+gacoan+karimun+%28Ummah+Mie%29/data=!4m7!3m6!1s0x31d75b007a816fe3:0x25ce643ad9dea8cd!8m2!3d0.9997963!4d103.4439756!16s%2Fg%2F11y30fcy_k!19sChIJ42-BegBb1zERzaje2TpkziU?authuser=0&hl=id&rclk=1,"Tlk. Air, Kec. Karimun, Kabupaten Karimun, Kepulauan Riau",Kabupaten Karimun,Riau,4.8,8,Restoran Mie,17.00 hingga 22.00,Tidak Ada,Tidak Ada,Buka,Approved,2028-03-12,666,Tersertifikasi,Low,300000000,0,0,2,0,Low
GCN-0114,Mie Api Narako,https://www.google.com/maps/place/Mie+Api+Narako/data=!4m7!3m6!1s0x2fd4b90fd5a7fe99:0xb26304af53da6d9!8m2!3d-0.9405094!4d100.3816149!16s%2Fg%2F11g9qhhwm0!19sChIJmf6n1Q-51C8R2aY99UowJgs?authuser=0&hl=id&rclk=1,"Jl. Andalas No.1, Andalas, Kec. Padang Tim., Kota Padang, Sumatera Barat 25126",Kota Padang,Sumatra Barat,4.5,25,Restoran Mie,11.00 hingga 23.00,Tidak Ada,Tidak Ada,Buka,Approved,2028-08-05,812,Tersertifikasi,Low,200000000,0,0,2,0,Low
GCN-0115,Rumah Mie Gacoan Bangken Ummi Rafika Dewi,https://www.google.com/maps/place/rumah+mie+gacoan+bangken+ummi+Rafika+Dewi/data=!4m7!3m6!1s0x2e3949e27f02a2ff:0x6e930393ef9a4aef!8m2!3d-3.8625623!4d104.8922082!16s%2Fg%2F11vl8dp7cn!19sChIJ_6ICf-JJOS4R70qa75MDk24?authuser=0&hl=id&rclk=1,"4Vqr+8Rh, Tugumulyo, Kec. Lempuing, Kabupaten Ogan Komering Ilir, Sumatera Selatan 30657",Kabupaten Ogan Komering Ilir,Sumatra Selatan,5.0,1180,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,In Progress,2026-06-19,34,Tersertifikasi,Medium,670000000,1,2,2,0,Medium
GCN-0116,Dimsum X Mie Go Cuan,https://www.google.com/maps/place/Dimsum+x+mie+go+cuan/data=!4m7!3m6!1s0x2fd4b7d21b495985:0xd519138d154aae!8m2!3d-0.9474724!4d100.4612972!16s%2Fg%2F11ftfc78y5!19sChIJhVlJG9K31C8RrkoVjRMZ1QA?authuser=0&hl=id&rclk=1,"Jl. Kedondong No.358, Indarung, Kec. Pauh, Kota Padang, Sumatera Barat 25237",Kota Padang,Sumatra Barat,5.0,25,Restoran Mie,10.00 hingga 17.00,0853-6314-1018,Tidak Ada,Buka,Approved,2028-06-25,771,Tersertifikasi,Low,510000000,0,0,2,0,Low
GCN-0117,Mie Setan Bukittinggi Cab. Padang,https://www.google.com/maps/place/Mie+Setan+Bukittinggi+Cab.+Padang/data=!4m7!3m6!1s0x2fd539737119a069:0xfd831f0360453ef5!8m2!3d-0.3034552!4d100.3869092!16s%2Fg%2F11fcnnxbxt!19sChIJaaAZcXM51S8R9T5FYAMfg_0?authuser=0&hl=id&rclk=1,"Jl. Saaduddin Jambek, Pulai Anak Air, Kec. Mandiangin Koto Selayan, Kota Bukittinggi, Sumatera Barat 26138",Kota Bukittinggi,Sumatra Barat,5.0,25,Restoran Mie,11.00 hingga 23.00,0813-6477-3896,Tidak Ada,Buka,Approved,2026-03-10,0,Tersertifikasi,High (Butuh Eskalasi),380000000,2,0,2,0,High (Butuh Eskalasi)
GCN-0118,Gacoan Store,https://www.google.com/maps/place/Gacoan+Store/data=!4m7!3m6!1s0x31d5a9c3fa249653:0x904b176f37f3b30e!8m2!3d0.4751928!4d101.3971339!16s%2Fg%2F11px38_47l!19sChIJU5Yk-sOp1TERDrPzN28XS5A?authuser=0&hl=id&rclk=1,"Jl. Rajawali Sakti No.18, Simpang Baru, Kec. Tampan, Kota Pekanbaru, Riau 28292",Kota Pekanbaru,Riau,5.0,8,Restoran Mie,10.00 hingga 21.00,0896-0744-0456,Tidak Ada,Buka,Approved,2027-11-15,548,Tersertifikasi,Medium,590000000,1,0,2,0,Medium
GCN-0119,Mie Gacoan Padangsidimpuan,https://www.google.com/maps/place/Mie+Gacoan+Padangsidimpuan/data=!4m7!3m6!1s0x302c1d006af14a3b:0x7c03a60335426f24!8m2!3d1.3829159!4d99.2671669!16s%2Fg%2F11y_y1486_!19sChIJO0rxagAdLDARJG9CNQOmA3w?authuser=0&hl=id&rclk=1,"Ex Merdeka, Jl. Sudirman No.152, Wek I, Kec. Padangsidimpuan Utara, Kota Padang Sidempuan, Sumatera Utara 22711",Kota Padang Sidempuan,Sumatra Utara,5.0,92,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2027-06-24,404,Tersertifikasi,Low,370000000,0,0,2,0,Low
GCN-0120,Area Parkir Mie Gacoan Panam By Elon,https://www.google.com/maps/place/Area+parkir+Mie+gacoan+Panam+by+elon/data=!4m7!3m6!1s0x31d5a9469a5979e3:0x9b72d4625a1880b7!8m2!3d0.4639474!4d101.3896861!16s%2Fg%2F11l59xp7cf!19sChIJ43lZmkap1TERt4AYWmLUcps?authuser=0&hl=id&rclk=1,"F97Q+Jrv, Jl. Hr. Soebrantas, Tuah Karya, Kec. Tampan, Kota Pekanbaru, Riau 28293",Kota Pekanbaru,Riau,4.1,8,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,In Progress,2026-09-23,130,Tersertifikasi,Low,170000000,0,2,2,0,Low
GCN-0121,Mie Gacoan Duri,https://www.google.com/maps/place/MIE+GACOAN+DURI/data=!4m7!3m6!1s0x31d37b00674e4f5b:0xd06dae45474fcf6b!8m2!3d1.2925558!4d101.1825666!16s%2Fg%2F11yx78vddg!19sChIJW09OZwB70zERa89PR0WubdA?authuser=0&hl=id&rclk=1,"Gg. Cemara Ii No.129, Balai Makam, Kec. Mandau, Kabupaten Bengkalis, Riau 28983",Kabupaten Bengkalis,Riau,4.8,8,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2027-01-06,235,Tersertifikasi,Medium,380000000,1,0,2,0,Medium
GCN-0122,Mie Gacoan Dumai,https://www.google.com/maps/place/Mie+Gacoan+Dumai/data=!4m7!3m6!1s0x31d3a9006f320c4f:0x910680f0e1eac6e3!8m2!3d1.6697706!4d101.4246339!16s%2Fg%2F11wn_gr0l_!19sChIJTwwybwCp0zER48bq4fCABpE?authuser=0&hl=id&rclk=1,"Jl. Sultan Hasanuddin No.99, Ratu Sima, Kec. Dumai Selatan, Kota Dumai, Riau 28826",Kota Dumai,Riau,4.8,8,Restoran Mie,08.00 hingga 21.00,Tidak Ada,mitrabalisukses.com,Buka,Approved,2026-06-01,16,Proses Perpanjangan,Low,540000000,0,0,1,0,Low
GCN-0123,Mie Gacoan Batam Botania,https://www.google.com/maps/place/Mie+Gacoan+Batam+Botania/data=!4m7!3m6!1s0x31d9895e28e49177:0x3fb4d8ed775d31f!8m2!3d1.1085359!4d104.0909085!16s%2Fg%2F11ytq8lfnj!19sChIJd5HkKF6J2TERH9N1145N-wM?authuser=0&hl=id&rclk=1,"Jl. Raja Alikelana, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau",Kota Batam,Riau,4.9,8,Restoran Mie,Buka 24 jam,0899-0120-004,Tidak Ada,Buka,Approved,2027-06-17,397,Tersertifikasi,Low,160000000,0,0,2,0,Low
GCN-0124,Mie Gacoan Batam Nagoya,https://www.google.com/maps/place/MIE+GACOAN+BATAM+NAGOYA/data=!4m7!3m6!1s0x31d9893ec98cd5fd:0xb9433ba86abc9045!8m2!3d1.1425146!4d104.0214125!16s%2Fg%2F11n9bmxq6v!19sChIJ_dWMyT6J2TERRZC8aqg7Q7k?authuser=0&hl=id&rclk=1,"Jl. Sriwijaya, Kp. Pelita, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444",Kota Batam,Riau,4.75,8,Restoran Mie,Buka 24 jam,0895-1234-5105,Tidak Ada,Buka,In Progress,2028-06-30,776,Proses Perpanjangan,Low,640000000,0,2,1,0,Low
GCN-0125,Mie Gacoan,https://www.google.com/maps/place/mie+gacoan/data=!4m7!3m6!1s0x31d96d0052d49997:0xc6ac6843f9094174!8m2!3d0.9180637!4d104.5220013!16s%2Fg%2F11mrbzt4qw!19sChIJl5nUUgBt2TERdEEJ-UNorMY?authuser=0&hl=id&rclk=1,"Wg9C+7P5, Pinang Kencana, Kec. Tanjungpinang Tim., Kota Tanjung Pinang, Kepulauan Riau",Kota Tanjung Pinang,Riau,4.5,8,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2026-10-19,156,Tersertifikasi,Low,300000000,0,0,2,0,Low
GCN-0126,Mie Gacoan Batam (Golden City),https://www.google.com/maps/place/Mie+Gacoan+Batam+%28Golden+City%29/data=!4m7!3m6!1s0x31d9890015fd99a1:0xc6faaf08c847cc95!8m2!3d1.158756!4d104.0375823!16s%2Fg%2F11y9sg15gz!19sChIJoZn9FQCJ2TERlcxHyAiv-sY?authuser=0&hl=id&rclk=1,"525Q+H8P, Jl. Bengkong Laut, Bengkong Laut, Kec. Bengkong, Kota Batam, Kepulauan Riau",Kota Batam,Riau,4.7,8,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2028-01-26,620,Tersertifikasi,High (Butuh Eskalasi),520000000,2,0,2,0,High (Butuh Eskalasi)
GCN-0127,Mie Gacoan Tiban,https://www.google.com/maps/place/Mie+Gacoan+Tiban/data=!4m7!3m6!1s0x31d98b000b90e4ff:0xf32362a107ff693a!8m2!3d1.1090537!4d103.96747!16s%2Fg%2F11x5hm6545!19sChIJ_-SQCwCL2TEROmn_B6FiI_M?authuser=0&hl=id&rclk=1,"Jl. Gajah Mada, Patam Lestari, Kec. Sekupang, Kota Batam, Kepulauan Riau",Kota Batam,Riau,4.7,8,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Bermasalah,2028-07-16,792,Tersertifikasi,Low,800000000,0,1,2,0,Low
GCN-0128,Mie Gacoan Sagulung - Batam,https://www.google.com/maps/place/Mie+Gacoan+Sagulung+-+Batam/data=!4m7!3m6!1s0x31d98d003dc92f0d:0xd3825bb9f372534d!8m2!3d1.0400489!4d103.9852517!16s%2Fg%2F11xyyhbydv!19sChIJDS_JPQCN2TERTVNy87lbgtM?authuser=0&hl=id&rclk=1,"Jl. Letjend Suprapto No.21A, Tembesi, Kec. Sagulung, Kota Batam, Kepulauan Riau 29424",Kota Batam,Riau,4.8,8,Restoran Mie,Buka 24 jam,0899-0220-003,Tidak Ada,Buka,Approved,2026-07-22,67,Tersertifikasi,Medium,760000000,1,0,2,0,Medium
GCN-0129,Mie Gacoan Juragan,https://www.google.com/maps/place/Mie+Gacoan+Juragan/data=!4m7!3m6!1s0x31d98951cf4d2fc3:0x7edb5957afc06e21!8m2!3d1.106173!4d104.083278!16s%2Fg%2F11vx4wq62l!19sChIJwy9Nz1GJ2TERIW7Ar1dZ234?authuser=0&hl=id&rclk=1,"Depan Gerbang Kda, Seberang Uniba, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29433",Kota Batam,Riau,5.0,8,Restoran Mie,16.00 hingga 22.00,0822-8784-8422,Tidak Ada,Buka,Approved,2028-08-31,838,Tersertifikasi,Low,420000000,0,0,2,0,Low
GCN-0130,Mie Gacoan Jakarta - Tebet,https://www.google.com/maps/place/Mie+Gacoan+Jakarta+-+Tebet/data=!4m7!3m6!1s0x2e69f3bac5043353:0xe51a4d1a0a728f8c!8m2!3d-6.228964!4d106.8537701!16s%2Fg%2F11t46gwg3h!19sChIJUzMExbrzaS4RjI9yChpNGuU?authuser=0&hl=id&rclk=1,"Jl. Tebet Raya No.35, Rt.2/Rw.2, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Kota Jakarta Selatan,Dki Jakarta,4.6,2,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2027-01-17,246,Tersertifikasi,Low,180000000,0,0,2,0,Low
GCN-0131,Mie Gacoan Djoedes,https://www.google.com/maps/place/Mie+gacoan+djoedes/data=!4m7!3m6!1s0x31d75b00103a97df:0x98f2d4d2d5a33fef!8m2!3d1.0121456!4d103.4290296!16s%2Fg%2F11y6tcnc12!19sChIJ35c6EABb1zER7z-j1dLU8pg?authuser=0&hl=id&rclk=1,"2C6H+Vj2, Gg. Syarif Umar, Kapling, Kec. Tebing, Kabupaten Karimun, Kepulauan Riau 29663",Kabupaten Karimun,Riau,4.8,8,Restoran Mie,14.00 hingga 20.00,0813-5347-9346,Tidak Ada,Buka,Approved,2026-06-17,32,Proses Perpanjangan,Low,670000000,0,0,1,0,Low
GCN-0132,Mie Gaco'Anq,https://www.google.com/maps/place/Mie+Gaco%27anQ/data=!4m7!3m6!1s0x31d989ce263b00a5:0x65b57311a19fdbb8!8m2!3d1.110951!4d104.0779009!16s%2Fg%2F11l32_s74m!19sChIJpQA7Js6J2TERuNufoRFztWU?authuser=0&hl=id&rclk=1,"436H+95J, Jl. Valley Park, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau",Kota Batam,Riau,4.4,8,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,In Progress,2026-02-27,0,Tersertifikasi,High (Butuh Eskalasi),190000000,2,2,2,0,High (Butuh Eskalasi)
GCN-0133,Mie Gacoan Dahlan Palembang,https://www.google.com/maps/place/Mie+Gacoan+Dahlan+Palembang/data=!4m7!3m6!1s0x2e3b7502de047399:0x84a464002738b24a!8m2!3d-2.987283!4d104.745088!16s%2Fg%2F11s88s5cs4!19sChIJmXME3gJ1Oy4RSrI4JwBkpIQ?authuser=0&hl=id&rclk=1,"Jl. Kh. Ahmad Dahlan No.78, Talang Semut, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan 30126",Kota Palembang,Sumatra Selatan,4.8,1180,Restoran Mie,Buka 24 jam,0882-8770-4068,Tidak Ada,Buka,Approved,2026-12-04,202,Tersertifikasi,Medium,680000000,1,0,2,0,Medium
GCN-0134,Mie Gacoan Lemabang Palembang,https://www.google.com/maps/place/Mie+Gacoan+Lemabang+Palembang/data=!4m7!3m6!1s0x2e3b775f1b40d0a9:0x25a58716cfb1496f!8m2!3d-2.9675145!4d104.7875619!16s%2Fg%2F11yyz3jzj8!19sChIJqdBAG193Oy4Rb0mxzxaHpSU?authuser=0&hl=id&rclk=1,"Jl. R. E. Martadinata, Sei Buah, Kec. Ilir Tim. Ii, Kota Palembang, Sumatera Selatan 30111",Kota Palembang,Sumatra Selatan,4.8,1180,Restoran Mie,08.00 hingga 05.00,0898-8889-007,Tidak Ada,Buka,Approved,2027-05-30,379,Proses Perpanjangan,Medium,580000000,1,0,1,0,Medium
GCN-0135,Mie Gacoan Ryacudu Palembang,https://www.google.com/maps/place/Mie+Gacoan+Ryacudu+Palembang/data=!4m7!3m6!1s0x2e3b9d5a83a5ec31:0xfaff1f3dfd252699!8m2!3d-2.998191!4d104.7676199!16s%2Fg%2F11txq155zn!19sChIJMeylg1qdOy4RmSYl_T0f__o?authuser=0&hl=id&rclk=1,"Jl. Mayjen Hm Ryacudu No.7, 7 Ulu, Kecamatan Seberang Ulu I, Kota Palembang, Sumatera Selatan 30111",Kota Palembang,Sumatra Selatan,4.8,1180,Restoran Mie,10.00 hingga 22.00,Tidak Ada,Tidak Ada,Buka,In Progress,2028-07-09,785,Tersertifikasi,Medium,510000000,1,2,2,0,Medium
GCN-0136,Mie Gacoan Celentang Palembang,https://www.google.com/maps/place/Mie+Gacoan+Celentang+Palembang/data=!4m7!3m6!1s0x2e3b7771f71ca03f:0xfe95f2e1725e2536!8m2!3d-2.9406864!4d104.7835331!16s%2Fg%2F11vkdys4c0!19sChIJP6Ac93F3Oy4RNiVecuHylf4?authuser=0&hl=id&rclk=1,"Jl. Brigjen Hasan Kasim, Bukit Sangkal, Kec. Kalidoni, Kota Palembang, Sumatera Selatan 30961",Kota Palembang,Sumatra Selatan,4.8,1180,Restoran Mie,Buka 24 jam,Tidak Ada,mitrabalisukses.com,Buka,Approved,2026-10-05,142,Proses Perpanjangan,Low,620000000,0,0,1,0,Low
GCN-0137,Mie Gacoan Opi Raya,https://www.google.com/maps/place/Mie+Gacoan+OPI+Raya/data=!4m7!3m6!1s0x2e3b9d3717a49101:0x3bdc651a6c53c7ec!8m2!3d-3.0386466!4d104.7899788!16s%2Fg%2F11vj1wykbj!19sChIJAZGkFzedOy4R7MdTbBpl3Ds?authuser=0&hl=id&rclk=1,"Jl. Opi Raya, Sungai Kedukan, Kec. Rambutan, Kab. Banyuasin, Sumatera Selatan 30967",Kabupaten Banyuasin,Sumatra Selatan,4.8,1180,Restoran Mie,Buka 24 jam,Tidak Ada,mitrabalisukses.com,Buka,In Progress,2028-09-06,844,Tersertifikasi,High (Butuh Eskalasi),350000000,2,2,2,0,High (Butuh Eskalasi)
GCN-0138,Mie Gacoan Alang Alang Lebar,https://www.google.com/maps/place/MIE+GACOAN+ALANG+ALANG+LEBAR/data=!4m7!3m6!1s0x2e3b75ffeb44b9d5:0x16a10b0ba69e01d2!8m2!3d-2.9334224!4d104.6932657!16s%2Fg%2F11z1sq64xt!19sChIJ1blE6_91Oy4R0gGepgsLoRY?authuser=0&hl=id&rclk=1,"Jl. Bypass Alang-Alang Lebar, Talang Klp., Kec. Alang-Alang Lebar, Kota Palembang, Sumatera Selatan 30961",Kota Palembang,Sumatra Selatan,5.0,1180,Restoran Mie,Buka 24 jam,0898-883-008,Tidak Ada,Tutup Sementara,Approved,2028-11-05,904,Tersertifikasi,Low,190000000,0,0,2,0,Low
GCN-0139,Mie Gacoan Baturaja - Ahmad Yani,https://www.google.com/maps/place/Mie+Gacoan+Baturaja+-+Ahmad+Yani/data=!4m7!3m6!1s0x2e39af0044ec2467:0x63cc85db49b70343!8m2!3d-4.1329323!4d104.1784387!16s%2Fg%2F11yvwq57zh!19sChIJZyTsRACvOS4RQwO3SduFzGM?authuser=0&hl=id&rclk=1,"Jl. Jenderal Ahmad Yani No.105A, Tj. Baru, Kec. Baturaja Timur, Kabupaten Ogan Komering Ulu, Sumatera Selatan 32121",Kabupaten Ogan Komering Ulu,Sumatra Selatan,4.9,1180,Restoran Mie,Buka 24 jam,0899-2850-001,Tidak Ada,Buka,Approved,2028-06-22,768,Proses Perpanjangan,Low,280000000,0,0,1,0,Low
GCN-0140,Mie Gacoan Nb,https://www.google.com/maps/place/Mie+Gacoan+NB/data=!4m7!3m6!1s0x2e3be900509a7e7f:0xdd4d0de5bc53737a!8m2!3d-3.4426792!4d104.668746!16s%2Fg%2F11w9kkpgv5!19sChIJf36aUADpOy4RenNTvOUNTd0?authuser=0&hl=id&rclk=1,"Hm49+Wfh, Jl. Merpati, Talang Tengah Darat, Kec. Lubuk Keliat, Kabupaten Ogan Ilir, Sumatera Selatan",Kabupaten Ogan Ilir,Sumatra Selatan,4.3,1180,Restoran Mie,07.00 hingga 21.00,0821-9957-9294,Tidak Ada,Buka,Approved,2028-04-01,686,Tersertifikasi,Medium,420000000,1,0,2,0,Medium
